id,longitude,latitude,accommodates,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,tv,air_conditioning,balcony_patio,bed_linen,outdoor_space,breakfast,coffee_machine,cooking_equip,white_goods,child_friendly,parking,greet_by_host,internet,long_term_stay,pets,private_entrance,security_system,self_checkin,gym,review_scores_accuracy_under8,review_scores_accuracy_9,review_scores_accuracy_10,review_scores_accuracy_unknown,review_scores_cleanliness_under8,review_scores_cleanliness_9,review_scores_cleanliness_10,review_scores_cleanliness_unknown,review_scores_checkin_under8,review_scores_checkin_9,review_scores_checkin_10,review_scores_checkin_unknown,review_scores_communication_under8,review_scores_communication_9,review_scores_communication_10,review_scores_communication_unknown,review_scores_location_under8,review_scores_location_9,review_scores_location_10,review_scores_location_unknown,review_scores_value_under8,review_scores_value_9,review_scores_value_10,review_scores_value_unknown,review_scores_rating_under80,review_scores_rating_80_94,review_scores_rating_95_100,review_scores_rating_unknown,property_type_House,room_type_Private room,host_is_superhost_TRUE,instant_bookable_TRUE,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict
10409794,-87.66178,41.98826,1.6094379124341003,4.700480365792417,-6.907755278982137,2.70805020110221,-6.907755278982137,0.6931471805599453,7.025538314638521,5.204006687076795,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
10411427,-87.7096,41.88302,0.6931471805599453,2.9444389791664403,5.521460917862246,2.0794415416798357,2.0794415416798357,0,7.025538314638521,5.869296913133774,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1
10412689,-87.68421,41.86919,0,4.976733742420574,4.77912349311153,3.912023005428146,4.605170185988092,0,2.6390573296152584,1.3862943611198906,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
10437238,-87.59917,41.8148,2.1972245773362196,5.3706380281276624,5.521460917862246,4.442651256490317,3.2188758248682006,0.6931471805599453,5.8998973535824915,3.9512437185814275,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
10487791,-87.61599,41.89404,2.0794415416798357,5.700443573390687,-6.907755278982137,5.187385805840755,4.31748811353631,1.0986122886681098,6.906754778648554,4.812184355372417,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
10498280,-87.70367,41.91071,2.5649493574615367,5.521460917862246,5.703782474656201,4.553876891600541,3.4011973816621555,0.6931471805599453,3.4011973816621555,5.181783550292085,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
10498603,-87.67286,41.98305,1.3862943611198906,5.0106352940962555,-6.907755278982137,3.912023005428146,3.912023005428146,0.6931471805599453,7.025538314638521,3.6109179126442243,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10515185,-87.71609,41.92836,0.6931471805599453,3.8066624897703196,-6.907755278982137,3.912023005428146,2.995732273553991,1.6094379124341003,7.025538314638521,2.0794415416798357,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
10515964,-87.65788,41.94688,1.3862943611198906,5.19295685089021,4.605170185988092,3.912023005428146,2.995732273553991,0.6931471805599453,2.6390573296152584,4.174387269895637,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
10518084,-87.69204,41.996,0.6931471805599453,3.8501476017100584,-6.907755278982137,2.70805020110221,1.6094379124341003,0.6931471805599453,3.5553480614894135,3.871201010907891,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
10547772,-87.66574,41.8959,1.3862943611198906,4.3694478524670215,5.298317366548036,4.3694478524670215,-6.907755278982137,0.6931471805599453,7.024649030453636,5.017279836814924,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
10548171,-87.65493,41.95345,0.6931471805599453,4.442651256490317,-6.907755278982137,3.1780538303479458,-6.907755278982137,0,7.025538314638521,4.624972813284271,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
10548699,-87.66561,41.89452,1.3862943611198906,4.3694478524670215,5.298317366548036,4.3694478524670215,-6.907755278982137,0.6931471805599453,7.024649030453636,5.043425116919247,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
10577807,-87.716,41.9219,0,3.6888794541139363,-6.907755278982137,3.2188758248682006,3.2188758248682006,0,7.025538314638521,4.430816798843313,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
10595206,-87.6313,41.896,1.0986122886681098,5.19295685089021,-6.907755278982137,4.605170185988092,-6.907755278982137,3.4339872044851463,7.025538314638521,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
10629003,-87.63941,41.9168,1.6094379124341003,5.272999558563747,-6.907755278982137,4.382026634673881,2.302585092994046,0.6931471805599453,7.025538314638521,4.962844630259907,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
10634059,-87.619,41.89326,1.0986122886681098,5.0106352940962555,-6.907755278982137,4.382026634673881,-6.907755278982137,4.0943445622221,7.025538314638521,-6.907755278982137,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
10634388,-87.63626,41.89625,1.3862943611198906,5.521460917862246,-6.907755278982137,4.382026634673881,-6.907755278982137,4.0943445622221,7.025538314638521,1.3862943611198906,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10685564,-87.62189,41.8994,0.6931471805599453,5.393627546352362,-6.907755278982137,4.787491742782046,-6.907755278982137,3.4339872044851463,7.02108396428914,-6.907755278982137,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
10709981,-87.68648,41.8726,1.3862943611198906,4.442651256490317,5.0106352940962555,3.2188758248682006,2.302585092994046,0,2.6390573296152584,5.030437921392435,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
10710405,-87.63982,41.93227,1.0986122886681098,4.30406509320417,-6.907755278982137,3.2188758248682006,2.302585092994046,1.0986122886681098,4.0943445622221,3.9318256327243257,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10719657,-87.77022,41.96917,2.302585092994046,5.703782474656201,-6.907755278982137,3.2188758248682006,-6.907755278982137,0.6931471805599453,7.025538314638521,1.9459101490553132,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
10728994,-87.63212,41.8962,1.3862943611198906,4.6913478822291435,-6.907755278982137,4.382026634673881,-6.907755278982137,3.332204510175204,5.8998973535824915,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
10729123,-87.63282,41.89714,1.3862943611198906,5.293304824724492,-6.907755278982137,4.499809670330265,-6.907755278982137,3.044522437723423,7.025538314638521,-6.907755278982137,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
10729296,-87.632,41.89722,1.3862943611198906,5.241747015059643,-6.907755278982137,4.382026634673881,-6.907755278982137,3.044522437723423,5.8998973535824915,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
10747942,-87.65682,41.92922,0.6931471805599453,4.07753744390572,-6.907755278982137,2.995732273553991,-6.907755278982137,0,3.044522437723423,4.859812404361672,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
10754882,-87.72193,41.94093,1.791759469228055,4.74493212836325,5.298317366548036,3.5553480614894135,3.2188758248682006,0.6931471805599453,3.332204510175204,5.501258210544727,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
10765065,-87.60465,41.80199,0.6931471805599453,3.8066624897703196,-6.907755278982137,3.2188758248682006,-6.907755278982137,0.6931471805599453,3.4011973816621555,3.367295829986474,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
10768189,-87.67258,41.98285,0.6931471805599453,4.700480365792417,-6.907755278982137,3.912023005428146,-6.907755278982137,0.6931471805599453,7.025538314638521,4.919980925828125,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
10811900,-87.66857,41.89215,0.6931471805599453,4.174387269895637,6.214608098422191,3.912023005428146,2.302585092994046,0,7.025538314638521,4.290459441148391,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
10813830,-87.67082,41.93965,0,4.31748811353631,-6.907755278982137,-6.907755278982137,-6.907755278982137,0.6931471805599453,1.9459101490553132,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
10862491,-87.68399,41.84922,0,4.007333185232471,4.605170185988092,3.4011973816621555,-6.907755278982137,0.6931471805599453,4.787491742782046,3.871201010907891,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
10863022,-87.64285,41.88858,0.6931471805599453,4.31748811353631,-6.907755278982137,2.995732273553991,-6.907755278982137,0,7.025538314638521,4.442651256490317,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
10874898,-87.64822,41.94073,1.3862943611198906,5.991464547107982,-6.907755278982137,-6.907755278982137,-6.907755278982137,0.6931471805599453,7.025538314638521,1.0986122886681098,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10879699,-87.69006,41.9749,1.3862943611198906,4.543294782270004,-6.907755278982137,4.174387269895637,3.2188758248682006,5.8998973535824915,6.907755278982137,4.59511985013459,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
10936910,-87.60323,41.80106,0,3.295836866004329,-6.907755278982137,-6.907755278982137,-6.907755278982137,3.4011973816621555,7.025538314638521,0.6931471805599453,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
10943002,-87.68389,41.88093,2.0794415416798357,5.288267030694535,5.703782474656201,4.174387269895637,2.302585092994046,0.6931471805599453,4.499809670330265,5.638354669333745,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
10945786,-87.67427,41.85523,1.3862943611198906,4.8283137373023015,5.991464547107982,4.219507705176107,-6.907755278982137,0.6931471805599453,7.025538314638521,3.828641396489095,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10971010,-87.72499,41.94038,2.0794415416798357,4.718498871295094,5.521460917862246,4.6913478822291435,3.2188758248682006,0.6931471805599453,7.024649030453636,4.74493212836325,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
10971343,-87.72553,41.9396,2.772588722239781,6.210600077024653,6.907755278982137,5.82600010738045,-6.907755278982137,0.6931471805599453,4.499809670330265,3.044522437723423,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
10971626,-87.70364,41.88621,2.302585092994046,4.59511985013459,5.521460917862246,4.9344739331306915,3.2188758248682006,0.6931471805599453,7.024649030453636,5.0369526024136295,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
10971749,-87.71208,41.7425,1.791759469228055,4.356708826689592,5.703782474656201,3.58351893845611,2.4849066497880004,0,3.4011973816621555,3.332204510175204,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
10992395,-87.67933,41.90235,1.6094379124341003,4.143134726391533,6.214608098422191,4.605170185988092,3.912023005428146,0,7.025538314638521,5.484796933490655,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
10997225,-87.65206,41.92845,1.3862943611198906,4.605170185988092,-6.907755278982137,2.995732273553991,2.70805020110221,0,7.025538314638521,5.0689042022202315,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
11046830,-87.68504,41.92559,1.3862943611198906,5.10594547390058,5.991464547107982,4.31748811353631,-6.907755278982137,1.9459101490553132,7.025538314638521,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
11066888,-87.69476,41.85692,0.6931471805599453,3.8501476017100584,-6.907755278982137,3.6888794541139363,3.2188758248682006,0.6931471805599453,2.995732273553991,2.0794415416798357,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
11077364,-87.69155,41.90909,0.6931471805599453,4.07753744390572,-6.907755278982137,2.9444389791664403,2.302585092994046,0,3.4965075614664802,3.7376696182833684,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0
11139981,-87.58836,41.778,1.791759469228055,4.736198448394496,5.298317366548036,3.8918202981106265,2.70805020110221,0.6931471805599453,7.025538314638521,4.3694478524670215,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
11142450,-87.58826,41.77675,1.3862943611198906,4.59511985013459,5.298317366548036,3.8918202981106265,2.302585092994046,0.6931471805599453,7.025538314638521,4.290459441148391,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
11145640,-87.58741,41.77653,1.791759469228055,4.77912349311153,5.298317366548036,3.8918202981106265,2.70805020110221,0.6931471805599453,7.025538314638521,4.02535169073515,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
11146518,-87.67217,41.85563,0.6931471805599453,3.2188758248682006,-6.907755278982137,-6.907755278982137,3.4011973816621555,0.6931471805599453,7.025538314638521,2.0794415416798357,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
11146814,-87.67217,41.85563,1.3862943611198906,4.382026634673881,4.605170185988092,-6.907755278982137,4.605170185988092,0.6931471805599453,4.605170185988092,5.342334251964811,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
11176460,-87.6559,41.93602,2.302585092994046,6.361302477572996,6.214608098422191,5.703782474656201,-6.907755278982137,0.6931471805599453,7.025538314638521,3.1354942159291497,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
11177343,-87.65068,41.94459,0.6931471805599453,4.605170185988092,-6.907755278982137,-6.907755278982137,2.70805020110221,0.6931471805599453,0.6931471805599453,2.3978952727983707,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
11187498,-87.67251,41.85446,1.791759469228055,4.605170185988092,5.991464547107982,3.912023005428146,2.302585092994046,0.6931471805599453,3.4011973816621555,5.351858133476067,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
11205769,-87.65455,41.94689,2.302585092994046,5.857933154483459,6.214608098422191,4.248495242049359,3.6888794541139363,0.6931471805599453,7.025538314638521,3.784189633918261,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
11207835,-87.6071,41.81716,1.791759469228055,4.23410650459726,5.298317366548036,5.0106352940962555,2.995732273553991,3.332204510175204,5.8998973535824915,3.4657359027997265,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
11209152,-87.68124,41.89883,2.772588722239781,6.333279628139691,6.214608098422191,5.272999558563747,2.70805020110221,1.0986122886681098,7.025538314638521,3.4011973816621555,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
11225001,-87.6879,41.91564,0.6931471805599453,3.871201010907891,4.605170185988092,2.8903717578961645,2.302585092994046,0,2.70805020110221,5.056245805348308,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
11236476,-87.67023,41.98016,1.791759469228055,4.8283137373023015,4.605170185988092,-6.907755278982137,2.302585092994046,0,2.6390573296152584,5.278114659230517,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
11240415,-87.70817,41.88687,2.0794415416798357,4.584967478670572,-6.907755278982137,3.6888794541139363,2.70805020110221,0,7.024649030453636,5.231108616854587,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
11256503,-87.61586,41.89466,1.3862943611198906,5.332718793265369,-6.907755278982137,4.605170185988092,-6.907755278982137,3.4339872044851463,7.025538314638521,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
11256815,-87.67334,41.94292,1.6094379124341003,4.941642422609304,6.214608098422191,4.382026634673881,2.70805020110221,1.3862943611198906,7.024649030453636,4.418840607796598,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11267982,-87.69617,41.92497,1.791759469228055,4.8283137373023015,6.214608098422191,4.0943445622221,3.2188758248682006,0,3.295836866004329,5.84354441703136,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
11276504,-87.7096,41.88302,0.6931471805599453,3.044522437723423,5.521460917862246,2.0794415416798357,2.0794415416798357,0,7.025538314638521,5.926926025970411,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1
11283906,-87.6181,41.88662,0.6931471805599453,5.043425116919247,-6.907755278982137,4.382026634673881,-6.907755278982137,4.499809670330265,7.024649030453636,-6.907755278982137,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
11311087,-87.66604,41.92568,2.0794415416798357,5.384495062789089,5.991464547107982,5.049856007249537,1.6094379124341003,0.6931471805599453,7.025538314638521,4.007333185232471,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
11314527,-87.61894,41.89328,1.0986122886681098,5.298317366548036,-6.907755278982137,4.382026634673881,-6.907755278982137,3.4339872044851463,7.025538314638521,-6.907755278982137,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
11316564,-87.68524,41.97613,2.0794415416798357,5.652489180268651,6.907755278982137,5.703782474656201,-6.907755278982137,1.3862943611198906,3.044522437723423,1.6094379124341003,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
11364317,-87.68768,41.97666,0.6931471805599453,4.07753744390572,-6.907755278982137,-6.907755278982137,-6.907755278982137,0,4.499809670330265,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11370335,-87.77445,41.88485,0.6931471805599453,3.4011973816621555,-6.907755278982137,2.302585092994046,2.302585092994046,0,7.025538314638521,3.5263605246161616,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
