id,location,longitude,latitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,host_is_superhost,instant_bookable,cancellation_policy,tv,air_conditioning,balcony_patio,bed_linen,outdoor_space,breakfast,coffee_machine,cooking_equip,white_goods,child_friendly,parking,greet_by_host,internet,long_term_stay,pets,private_entrance,security_system,self_checkin,gym,review_scores_rating_under80,review_scores_rating_80_94,review_scores_rating_95_100,review_scores_rating_unknown
27101218,Chicago,-87.62767,41.89429,Apartment,Entire home/apt,4,1,2,2,110,500,100,1,0,30,300,7,97,FALSE,FALSE,strict,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
27106400,Chicago,-87.66401,41.9016,Apartment,Entire home/apt,2,1,1,1,105,0,10,1,0,1,30,197,100,TRUE,TRUE,flexible,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
27109169,Chicago,-87.67467,41.89163,Apartment,Private room,2,0.5,1,1,85,0,25,1,25,1,1125,3,87,FALSE,FALSE,strict,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
27111461,Chicago,-87.68148,41.96575,Apartment,Private room,2,1,1,1,90,0,12,1,0,1,3,7,100,TRUE,TRUE,moderate,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
27112506,Chicago,-87.5925,41.78359,House,Entire home/apt,8,3.5,4,4,146,0,60,4,35,1,1125,94,99,TRUE,TRUE,moderate,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0
27129240,Chicago,-87.63366,41.90404,Apartment,Entire home/apt,2,1,1,1,97,0,40,1,0,2,7,29,99,FALSE,TRUE,flexible,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
27130224,Chicago,-87.58559,41.79909,Apartment,Entire home/apt,3,1,1,1,21,200,60,2,34,1,1125,59,89,FALSE,FALSE,moderate,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
27130315,Chicago,-87.58548,41.79964,Apartment,Entire home/apt,3,1,1,1,22,200,60,2,34,1,1125,58,93,FALSE,FALSE,moderate,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0
27130424,Chicago,-87.58396,41.79902,Apartment,Entire home/apt,3,1,1,1,22,200,60,2,34,1,1125,64,95,FALSE,FALSE,moderate,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
27131606,Chicago,-87.6493,41.88663,Apartment,Entire home/apt,2,1,1,1,159,200,35,1,0,2,120,82,99,TRUE,FALSE,strict,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
27133454,Chicago,-87.6811,41.88179,Apartment,Private room,2,1,1,1,100,0,25,1,0,1,364,43,97,TRUE,TRUE,strict,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0
27134894,Chicago,-87.6568,41.98857,Apartment,Entire home/apt,4,1,1,1,85,1000,75,2,15,2,61,35,92,FALSE,FALSE,strict,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0
27135034,Chicago,-87.7009,41.95527,Apartment,Entire home/apt,3,1,1,1,95,250,30,3,25,1,7,41,99,TRUE,FALSE,moderate,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
27136878,Chicago,-87.66277,41.90142,Apartment,Entire home/apt,6,2,3,3,149,0,50,1,0,2,21,132,96,TRUE,TRUE,moderate,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
27162130,Chicago,-87.65446,41.93109,Apartment,Entire home/apt,8,1,3,5,99,300,110,6,20,1,15,54,86,FALSE,FALSE,strict,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
27165023,Chicago,-87.66029,41.97016,Apartment,Entire home/apt,3,1,1,1,100,0,50,3,20,1,150,57,93,FALSE,FALSE,strict,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
27166317,Chicago,-87.63496,41.90676,Apartment,Entire home/apt,2,1,1,1,98,0,35,1,20,1,1125,97,91,FALSE,TRUE,strict,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
27168613,Chicago,-87.63263,41.81494,Apartment,Entire home/apt,4,1,2,2,59,300,25,1,10,1,32,69,89,FALSE,FALSE,strict,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
27169700,Chicago,-87.71532,41.92247,Apartment,Entire home/apt,6,1,3,3,97,0,0,1,0,2,1125,0,101,FALSE,TRUE,flexible,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
27187793,Chicago,-87.62699,41.86805,Apartment,Entire home/apt,4,1,1,2,230,500,75,4,25,2,1125,69,94,FALSE,TRUE,strict,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0
27193543,Chicago,-87.70837,41.93417,Apartment,Entire home/apt,3,1,2,2,125,0,35,3,75,2,60,49,100,TRUE,FALSE,strict,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
27197594,Chicago,-87.67549,41.79851,House,Private room,3,1,1,2,80,0,0,1,0,1,1125,13,91,FALSE,TRUE,flexible,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
27201539,Chicago,-87.62923,41.90338,Apartment,Entire home/apt,2,1,0,1,100,200,60,3,50,5,1125,25,99,FALSE,TRUE,strict,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0
27217611,Chicago,-87.64085,41.9175,Apartment,Private room,2,1,1,1,150,0,50,1,0,1,3,15,99,FALSE,FALSE,moderate,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
27223908,Chicago,-87.66168,41.8947,Apartment,Private room,2,1,1,1,75,0,50,2,25,1,1125,93,98,TRUE,TRUE,flexible,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
27226695,Chicago,-87.69026,41.95673,House,Entire home/apt,16,4.5,5,5,500,2500,195,6,50,2,1125,10,100,FALSE,TRUE,strict,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
27228203,Chicago,-87.68055,41.84907,Apartment,Entire home/apt,6,1,3,3,71,0,0,2,8,31,185,4,85,FALSE,TRUE,moderate,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0
27230037,Chicago,-87.68162,41.84908,Apartment,Entire home/apt,4,1,0,2,180,200,60,1,0,2,1125,52,96,FALSE,FALSE,strict,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
27230321,Chicago,-87.65956,41.93012,Apartment,Entire home/apt,14,2,4,4,300,0,100,10,20,2,1125,44,97,TRUE,FALSE,strict,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
27247279,Chicago,-87.7714,41.97136,Apartment,Entire home/apt,4,1,1,2,60,500,30,2,10,1,90,76,96,TRUE,TRUE,strict,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
27251335,Chicago,-87.67092,41.85709,Apartment,Entire home/apt,4,1,2,2,112,500,49,4,75,2,1125,99,98,TRUE,TRUE,strict,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0
27260615,Chicago,-87.60367,41.78325,Apartment,Entire home/apt,2,1,1,1,47,100,100,1,10,32,93,0,101,FALSE,FALSE,flexible,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1
27264058,Chicago,-87.66938,41.96742,Apartment,Entire home/apt,6,1,3,3,115,0,75,1,0,2,1125,56,97,TRUE,TRUE,moderate,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0
27265667,Chicago,-87.69568,41.88156,Apartment,Entire home/apt,2,1,1,1,135,0,70,2,50,2,1125,39,97,TRUE,TRUE,moderate,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0
27265875,Chicago,-87.62255,41.82919,Apartment,Entire home/apt,6,2,2,3,120,0,110,6,20,1,1125,72,96,TRUE,FALSE,strict,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0
27279571,Chicago,-87.71042,41.83836,House,Entire home/apt,4,1,2,2,65,0,40,1,5,3,1125,21,94,FALSE,FALSE,moderate,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
27280746,Chicago,-87.67184,41.90884,Apartment,Entire home/apt,4,1,1,2,130,0,35,1,0,1,1125,35,97,TRUE,TRUE,flexible,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
27282179,Chicago,-87.65707,41.9338,Apartment,Entire home/apt,4,1,2,4,110,0,35,4,50,1,1125,130,99,TRUE,FALSE,strict,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0
27282218,Chicago,-87.68655,41.87225,House,Private room,2,1,1,1,80,0,20,1,0,1,5,18,99,TRUE,FALSE,moderate,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
27283107,Chicago,-87.62376,41.82691,House,Private room,2,2,1,2,39,0,0,1,0,30,1125,0,101,FALSE,FALSE,flexible,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
27286183,Chicago,-87.61997,41.82838,Apartment,Entire home/apt,6,1,2,3,85,100,10,1,20,3,151,28,98,TRUE,TRUE,strict,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
27290633,Chicago,-87.65813,41.99266,House,Private room,1,1.5,1,1,25,200,30,1,8,20,1125,7,97,FALSE,FALSE,strict,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
27307401,Chicago,-87.65848,41.89903,Apartment,Entire home/apt,6,3,3,3,400,0,150,2,50,3,14,5,90,FALSE,TRUE,strict,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
27308270,Chicago,-87.6419,41.9149,Apartment,Entire home/apt,4,1,2,2,225,500,100,1,0,2,1125,39,98,TRUE,FALSE,strict,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0
27309503,Chicago,-87.64663,41.95443,Apartment,Private room,1,1,1,1,153,0,0,1,0,3,28,1,101,FALSE,TRUE,flexible,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
27310680,Chicago,-87.62176,41.82756,House,Private room,1,2,1,1,29,0,0,1,0,30,1125,0,101,FALSE,FALSE,flexible,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
27312267,Chicago,-87.67869,41.89929,Apartment,Entire home/apt,7,2,2,3,239,299,150,1,0,2,1125,14,97,FALSE,TRUE,moderate,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
27329161,Chicago,-87.71035,41.97796,House,Private room,2,1,1,1,35,0,0,2,10,1,1125,61,100,TRUE,FALSE,flexible,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
27333611,Chicago,-87.68778,41.8694,Apartment,Entire home/apt,6,2,2,3,108,500,79,4,25,3,1125,36,94,FALSE,FALSE,moderate,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0
27333875,Chicago,-87.62799,41.8857,Apartment,Entire home/apt,2,1,1,2,200,250,40,2,49,2,30,0,101,TRUE,FALSE,strict,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
27337953,Chicago,-87.63449,41.89254,Apartment,Entire home/apt,8,2,3,3,399,100,25,8,50,1,30,37,97,FALSE,FALSE,moderate,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
27338564,Chicago,-87.6683,41.99617,House,Private room,1,1,1,1,40,0,25,1,0,2,7,22,100,TRUE,TRUE,flexible,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27352401,Chicago,-87.6683,41.99617,House,Private room,1,1,1,1,35,0,25,1,0,2,7,17,100,TRUE,TRUE,flexible,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27359639,Chicago,-87.6525,41.91924,Apartment,Entire home/apt,8,1,2,3,150,0,65,5,35,1,1125,164,89,FALSE,TRUE,moderate,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
27361825,Chicago,-87.62953,41.90353,Apartment,Entire home/apt,4,1,0,2,200,0,0,1,0,12,60,0,101,FALSE,TRUE,flexible,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
27361959,Chicago,-87.604,41.82516,House,Private room,2,1,1,1,40,100,50,1,10,14,365,0,101,FALSE,TRUE,strict,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
27367784,Chicago,-87.66007,41.97147,Apartment,Entire home/apt,2,1,0,0,100,0,50,1,0,1,150,77,94,FALSE,FALSE,strict,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
27367983,Chicago,-87.66205,41.97093,Apartment,Entire home/apt,2,1,0,1,100,0,50,1,0,1,150,97,94,FALSE,FALSE,strict,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
27368082,Chicago,-87.65982,41.97144,Apartment,Entire home/apt,2,1,0,1,100,0,50,1,0,1,150,104,95,FALSE,FALSE,strict,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0
27368401,Chicago,-87.66149,41.97062,Apartment,Entire home/apt,2,1,0,0,100,0,50,1,0,1,150,100,93,FALSE,FALSE,strict,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
27368546,Chicago,-87.66363,41.97223,Apartment,Entire home/apt,2,1,0,0,100,0,50,1,0,1,150,79,92,FALSE,FALSE,strict,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
27371590,Chicago,-87.71705,41.94786,House,Private room,3,1,1,1,82,200,30,1,15,2,1125,31,99,TRUE,TRUE,moderate,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
27396530,Chicago,-87.71577,41.92127,Apartment,Entire home/apt,5,1,2,3,91,300,40,6,0,5,1125,25,89,FALSE,FALSE,strict,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
27398741,Chicago,-87.60656,41.69065,House,Entire home/apt,6,1.5,3,3,100,0,35,2,10,3,1125,31,96,FALSE,FALSE,strict,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
27401065,Chicago,-87.66101,41.9509,Apartment,Entire home/apt,6,1,2,3,150,0,100,1,0,2,1125,54,98,TRUE,TRUE,flexible,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0
27401532,Chicago,-87.69654,41.92081,Apartment,Entire home/apt,4,1,0,4,95,500,50,2,10,1,5,9,100,FALSE,FALSE,moderate,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
27406066,Chicago,-87.66794,42.00247,Apartment,Entire home/apt,6,1,3,3,73,0,25,1,0,1,7,59,100,TRUE,TRUE,flexible,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0
27406623,Chicago,-87.63793,41.91733,Apartment,Entire home/apt,4,1,1,2,179,0,40,2,10,2,360,25,93,FALSE,FALSE,flexible,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0
27408745,Chicago,-87.69374,41.97449,Apartment,Entire home/apt,4,1,2,2,250,3390,0,4,50,1,1125,11,100,TRUE,FALSE,strict,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
27417463,Chicago,-87.73025,41.94823,House,Private room,2,1,1,2,50,200,75,1,0,2,32,1,100,FALSE,FALSE,strict,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
27420170,Chicago,-87.70475,41.95406,Apartment,Entire home/apt,10,2,4,5,119,500,139,7,25,2,1125,54,96,TRUE,FALSE,moderate,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
27423761,Chicago,-87.76848,41.99694,Apartment,Private room,2,2,1,1,50,100,5,1,0,1,3,25,94,FALSE,FALSE,flexible,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
27424869,Chicago,-87.6732,41.90522,Apartment,Entire home/apt,4,1,2,2,179,250,79,4,25,2,1125,101,97,TRUE,FALSE,strict,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
27426067,Chicago,-87.71388,41.92707,Apartment,Entire home/apt,7,1,2,3,161,100,75,2,20,1,180,43,91,FALSE,TRUE,moderate,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0
27426704,Chicago,-87.65517,41.96902,Apartment,Entire home/apt,2,1,1,1,110,0,10,2,0,1,7,25,96,FALSE,TRUE,moderate,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
27427336,Chicago,-87.76772,41.99579,Apartment,Entire home/apt,2,1,1,1,50,100,10,1,0,2,7,17,95,FALSE,FALSE,flexible,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
27432876,Chicago,-87.62783,41.83029,Apartment,Private room,2,1,1,1,61,0,0,1,0,1,1125,54,92,FALSE,TRUE,strict,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0
27432987,Chicago,-87.65985,41.9704,Apartment,Entire home/apt,2,1,0,1,100,0,50,1,0,1,150,80,94,FALSE,FALSE,strict,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
27433171,Chicago,-87.66011,41.971,Apartment,Entire home/apt,5,1,2,2,100,0,50,1,0,1,150,48,94,FALSE,FALSE,strict,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
27434475,Chicago,-87.66479,41.98904,Apartment,Private room,2,1,1,1,700,0,0,1,0,1,1125,8,85,FALSE,TRUE,flexible,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0
27436176,Chicago,-87.69498,41.91867,Apartment,Private room,1,1,1,1,25,0,7,1,0,1,13,133,95,TRUE,TRUE,strict,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27439525,Chicago,-87.67508,41.93813,Apartment,Entire home/apt,4,1,2,2,108,300,50,4,30,1,7,59,96,TRUE,FALSE,moderate,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
27458041,Chicago,-87.68078,41.87731,House,Private room,4,3,1,1,49,0,9,2,9,1,14,113,92,FALSE,TRUE,strict,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
27458095,Chicago,-87.64642,41.94697,Apartment,Entire home/apt,5,1,2,2,189,0,0,1,0,1,1125,9,100,FALSE,TRUE,flexible,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
27459503,Chicago,-87.6582,41.94924,Apartment,Entire home/apt,12,2,3,3,600,500,100,8,75,1,1125,26,99,FALSE,FALSE,strict,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0
27463525,Chicago,-87.66747,41.89392,Apartment,Entire home/apt,4,1,1,2,100,200,60,2,20,2,1125,40,96,TRUE,FALSE,strict,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
27466584,Chicago,-87.77687,41.98522,House,Private room,2,1.5,1,1,45,0,0,2,19,1,5,113,97,TRUE,FALSE,moderate,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
27467936,Chicago,-87.64057,41.84491,Apartment,Entire home/apt,2,1,1,1,65,0,0,2,5,1,1125,124,89,FALSE,TRUE,moderate,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0
27469680,Chicago,-87.71522,41.94808,House,Private room,1,1,1,1,39,0,20,1,15,2,1125,19,100,TRUE,TRUE,flexible,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
27471588,Chicago,-87.73142,41.87302,House,Private room,2,1,1,0,35,0,15,1,0,6,1125,10,100,FALSE,TRUE,flexible,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
27489353,Chicago,-87.72918,41.87713,Apartment,Private room,4,1.5,2,2,200,100,50,7,20,1,1125,18,86,FALSE,TRUE,moderate,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0
27490262,Chicago,-87.69811,41.9273,Apartment,Entire home/apt,5,1,2,3,179,250,79,4,25,2,1125,67,95,FALSE,FALSE,moderate,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27490479,Chicago,-87.69542,41.87856,Apartment,Entire home/apt,7,1,2,4,150,500,125,2,15,3,28,17,94,TRUE,FALSE,moderate,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0
27490848,Chicago,-87.69542,41.87856,House,Entire home/apt,11,3,4,7,300,500,195,4,10,1,28,36,99,TRUE,FALSE,moderate,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
27490851,Chicago,-87.70719,41.93686,Apartment,Entire home/apt,4,1,1,1,57,0,40,2,10,14,90,11,100,TRUE,FALSE,moderate,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0
27490933,Chicago,-87.56053,41.7603,House,Entire home/apt,13,2,6,8,250,500,195,4,15,1,10,18,98,TRUE,FALSE,moderate,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
27490977,Chicago,-87.65783,41.93944,Apartment,Private room,2,1,1,1,70,0,24,1,0,1,1125,20,97,FALSE,TRUE,strict,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
27524583,Chicago,-87.66581,41.89728,Apartment,Entire home/apt,2,1,1,1,163,0,50,1,0,2,1125,18,100,TRUE,FALSE,moderate,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
27526780,Chicago,-87.65584,41.93934,Apartment,Private room,2,1,1,1,70,0,24,1,0,1,1125,24,93,FALSE,TRUE,strict,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
27530422,Chicago,-87.63635,41.91819,Apartment,Entire home/apt,6,2,3,3,200,1000,150,1,0,21,1125,3,100,FALSE,FALSE,moderate,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
27540212,Chicago,-87.62577,41.88306,Apartment,Entire home/apt,8,2,2,4,200,200,100,4,18,1,1125,132,93,FALSE,FALSE,moderate,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
27543248,Chicago,-87.71059,41.87114,Apartment,Private room,3,1,1,1,65,0,75,2,25,1,15,5,100,FALSE,TRUE,moderate,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
27543550,Chicago,-87.65546,41.94917,Apartment,Entire home/apt,6,1,1,4,158,250,75,2,25,2,1125,64,98,TRUE,FALSE,strict,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
27547611,Chicago,-87.67052,41.89196,Apartment,Private room,3,1,1,2,77,0,20,1,20,2,100,36,95,FALSE,TRUE,strict,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
27549014,Chicago,-87.6518,41.94734,Apartment,Entire home/apt,4,1,2,2,325,0,0,1,0,1,1125,4,100,FALSE,FALSE,strict,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
27553317,Chicago,-87.67798,41.88393,Apartment,Entire home/apt,4,1,2,2,106,0,25,2,15,1,100,158,97,TRUE,FALSE,strict,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
27553507,Chicago,-87.75918,41.91845,Apartment,Entire home/apt,4,1,2,2,90,0,45,4,20,1,31,76,95,TRUE,FALSE,moderate,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
27553988,Chicago,-87.65862,41.67044,House,Entire home/apt,4,2.5,2,3,90,200,45,7,15,2,30,30,94,FALSE,FALSE,flexible,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0
27554444,Chicago,-87.66684,41.68881,House,Entire home/apt,13,3,5,6,180,150,150,13,50,2,28,48,95,FALSE,FALSE,moderate,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
27572340,Chicago,-87.56208,41.76085,Apartment,Private room,2,1.5,1,2,35,0,35,1,25,2,30,3,100,FALSE,FALSE,moderate,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
27575059,Chicago,-87.73943,41.77876,Apartment,Entire home/apt,2,1,1,1,60,0,25,2,20,2,28,0,101,FALSE,FALSE,flexible,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
27580039,Chicago,-87.71997,41.91743,Apartment,Private room,2,1,1,1,50,0,40,2,30,2,7,25,97,TRUE,TRUE,moderate,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0
27582755,Chicago,-87.66485,41.93929,Apartment,Entire home/apt,6,2,2,3,299,250,129,1,0,1,90,79,98,TRUE,FALSE,strict,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0
27583030,Chicago,-87.76738,41.99549,Apartment,Private room,2,2,1,1,40,100,7,1,0,1,3,35,95,FALSE,FALSE,flexible,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
27583390,Chicago,-87.73885,41.95543,Apartment,Entire home/apt,6,1,3,3,125,200,70,4,10,3,1125,53,96,TRUE,TRUE,moderate,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
27584585,Chicago,-87.64861,41.94259,Apartment,Entire home/apt,8,1,3,3,315,0,100,6,10,2,40,75,93,FALSE,TRUE,strict,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0
