id,longitude,latitude,accommodates,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,tv,air_conditioning,balcony_patio,bed_linen,outdoor_space,breakfast,coffee_machine,cooking_equip,white_goods,child_friendly,parking,greet_by_host,internet,long_term_stay,pets,private_entrance,security_system,self_checkin,gym,review_scores_accuracy_under8,review_scores_accuracy_9,review_scores_accuracy_10,review_scores_accuracy_unknown,review_scores_cleanliness_under8,review_scores_cleanliness_9,review_scores_cleanliness_10,review_scores_cleanliness_unknown,review_scores_checkin_under8,review_scores_checkin_9,review_scores_checkin_10,review_scores_checkin_unknown,review_scores_communication_under8,review_scores_communication_9,review_scores_communication_10,review_scores_communication_unknown,review_scores_location_under8,review_scores_location_9,review_scores_location_10,review_scores_location_unknown,review_scores_value_under8,review_scores_value_9,review_scores_value_10,review_scores_value_unknown,review_scores_rating_under80,review_scores_rating_80_94,review_scores_rating_95_100,review_scores_rating_unknown,property_type_House,room_type_Private room,host_is_superhost_TRUE,instant_bookable_TRUE,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict
38157331,-87.63835,41.84238,1.3862943611198906,4.406719247264253,-6.907755278982137,-6.907755278982137,2.0794415416798357,3.4339872044851463,5.91350300563827,0.6931471805599453,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
38157364,-87.70637,41.91198,2.772588722239781,5.017279836814924,6.214608098422191,5.181783550292085,3.2188758248682006,0.6931471805599453,7.025538314638521,-6.907755278982137,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
38158030,-87.73941,41.96304,0.6931471805599453,4.31748811353631,-6.907755278982137,4.174387269895637,2.302585092994046,0,7.025538314638521,3.4965075614664802,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
38158096,-87.62244,41.85351,1.3862943611198906,4.852030263919617,5.0106352940962555,4.442651256490317,2.302585092994046,0.6931471805599453,7.025538314638521,3.1354942159291497,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
38159538,-87.56978,41.74962,0,4.3694478524670215,-6.907755278982137,-6.907755278982137,2.302585092994046,0,3.4339872044851463,1.0986122886681098,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1
38160088,-87.66358,41.96392,0.6931471805599453,4.248495242049359,-6.907755278982137,-6.907755278982137,-6.907755278982137,0,5.8998973535824915,1.791759469228055,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
38161704,-87.70865,41.93762,0.6931471805599453,4.248495242049359,-6.907755278982137,3.6888794541139363,-6.907755278982137,0,7.025538314638521,3.58351893845611,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
38162628,-87.63889,41.91006,2.772588722239781,5.44673737166631,5.703782474656201,5.298317366548036,3.2188758248682006,0,5.19295685089021,3.258096538021482,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
38174946,-87.69328,42.00804,1.3862943611198906,4.553876891600541,-6.907755278982137,4.8283137373023015,3.4011973816621555,0.6931471805599453,7.025538314638521,1.9459101490553132,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
38184505,-87.67991,41.89417,2.0794415416798357,5.0106352940962555,5.857933154483459,4.787491742782046,-6.907755278982137,0,7.025538314638521,3.091042453358316,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0
38186640,-87.66823,41.90787,1.3862943611198906,4.74493212836325,6.214608098422191,4.31748811353631,2.70805020110221,0,7.025538314638521,2.0794415416798357,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
