id,longitude,latitude,accommodates,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,tv,air_conditioning,balcony_patio,bed_linen,outdoor_space,breakfast,coffee_machine,cooking_equip,white_goods,child_friendly,parking,greet_by_host,internet,long_term_stay,pets,private_entrance,security_system,self_checkin,gym,review_scores_rating_under80,review_scores_rating_80_94,review_scores_rating_95_100,review_scores_rating_unknown,property_type_House,room_type_Private room,host_is_superhost_TRUE,instant_bookable_TRUE,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,walkscore
9133069,-87.62139,41.83752,2.302585092994046,5.298317366548036,5.521460917862246,3.8918202981106265,-6.907755278982137,0.6931471805599453,7.025538314638521,5.375278407684165,97,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,63
9133070,-87.68769,41.90703,0.6931471805599453,4.007333185232471,-6.907755278982137,2.302585092994046,2.302585092994046,0,3.5553480614894135,4.867534450455582,95,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,90
9136731,-87.70385,41.88286,1.9459101490553132,4.31748811353631,6.214608098422191,3.912023005428146,2.995732273553991,0,7.025538314638521,4.248495242049359,97,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,67
9150564,-87.6778,41.91901,0.6931471805599453,4.382026634673881,-6.907755278982137,3.6888794541139363,3.4011973816621555,1.0986122886681098,4.499809670330265,3.7376696182833684,97,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,91
9164681,-87.66841,41.91227,0.6931471805599453,4.543294782270004,-6.907755278982137,2.302585092994046,-6.907755278982137,0,1.9459101490553132,4.68213122712422,91,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,91
9165281,-87.64644,41.93749,1.791759469228055,5.700443573390687,6.212606095751519,4.77912349311153,3.4965075614664802,1.3862943611198906,7.025538314638521,4.3694478524670215,99,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,94
9233356,-87.7738,41.87728,0.6931471805599453,3.58351893845611,-6.907755278982137,2.70805020110221,2.302585092994046,0,7.02108396428914,4.07753744390572,87,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,73
9236259,-87.7742,41.88408,0,3.258096538021482,-6.907755278982137,2.5649493574615367,-6.907755278982137,0,7.025538314638521,3.295836866004329,86,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,74
9313641,-87.68492,41.94224,1.6094379124341003,4.605170185988092,-6.907755278982137,4.0943445622221,2.995732273553991,1.0986122886681098,7.025538314638521,4.770684624465665,98,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,89
9319078,-87.658690000000007,41.94875,1.9459101490553132,5.187385805840755,6.214608098422191,4.48863636973214,3.912023005428146,0,4.0943445622221,5.356586274672012,96,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,92
9342355,-87.68218,41.95077,1.6094379124341003,4.605170185988092,5.521460917862246,4.382026634673881,3.2188758248682006,0,5.886104031450156,4.174387269895637,100,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,88
9351123,-87.66341,41.99251,0.6931471805599453,4.07753744390572,-6.907755278982137,2.995732273553991,2.995732273553991,0.6931471805599453,7.025538314638521,2.833213344056216,99,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,95
9351265,-87.67435,41.85485,0.6931471805599453,3.6635616461296463,-6.907755278982137,-6.907755278982137,2.9444389791664403,0,7.025538314638521,6.18826412308259,95,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,90
9371748,-87.77145,41.93845,0.6931471805599453,3.912023005428146,-6.907755278982137,-6.907755278982137,2.995732273553991,0.6931471805599453,4.499809670330265,2.9444389791664403,95,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,91
9371764,-87.77188,41.93691,0.6931471805599453,4.0943445622221,-6.907755278982137,-6.907755278982137,2.995732273553991,0.6931471805599453,7.025538314638521,3.1780538303479458,97,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,87
9384919,-87.6627,41.94278,1.3862943611198906,5.700443573390687,6.214608098422191,4.605170185988092,-6.907755278982137,1.0986122886681098,4.499809670330265,3.295836866004329,98,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,92
9384935,-87.66014,41.94786,1.791759469228055,5.700443573390687,6.214608098422191,5.0106352940962555,-6.907755278982137,1.0986122886681098,4.787491742782046,2.3978952727983707,100,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,89
9403751,-87.65706,41.98977,0.6931471805599453,3.828641396489095,4.605170185988092,3.8066624897703196,2.70805020110221,0.6931471805599453,2.302585092994046,4.174387269895637,98,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,91
9406105,-87.65571,41.95355,1.791759469228055,5.10594547390058,5.991464547107982,4.605170185988092,3.2188758248682006,1.0986122886681098,7.025538314638521,2.70805020110221,100,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,94
9406789,-87.70461,41.98317,0.6931471805599453,4.248495242049359,5.298317366548036,3.4011973816621555,2.995732273553991,0.6931471805599453,3.5553480614894135,4.418840607796598,100,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,76
9411906,-87.65218,41.93354,1.3862943611198906,5.521460917862246,6.214608098422191,3.2188758248682006,3.2188758248682006,0.6931471805599453,2.6390573296152584,2.9444389791664403,89,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,93
9434777,-87.62219,41.81272,0.6931471805599453,4.007333185232471,-6.907755278982137,-6.907755278982137,-6.907755278982137,0.6931471805599453,7.025538314638521,3.970291913552122,94,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,78
9452418,-87.70876,41.93671,1.3862943611198906,4.90527477843843,7.600902459542082,5.19295685089021,3.2188758248682006,3.4011973816621555,3.4011973816621555,4.919980925828125,100,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,92
9453381,-87.67656,41.89648,1.3862943611198906,5.521460917862246,5.521460917862246,3.912023005428146,-6.907755278982137,1.0986122886681098,4.0943445622221,3.367295829986474,97,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,98
9461345,-87.69321,41.97369,0.6931471805599453,4.31748811353631,-6.907755278982137,3.4011973816621555,-6.907755278982137,0.6931471805599453,2.302585092994046,4.204692619390966,98,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,92
9487892,-87.59749,41.81639,2.3978952727983707,5.616771097666572,5.521460917862246,5.0106352940962555,3.912023005428146,1.0986122886681098,4.787491742782046,3.58351893845611,97,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,69
9492399,-87.64861,41.91114,1.3862943611198906,4.442651256490317,-6.907755278982137,4.0943445622221,3.2188758248682006,0.6931471805599453,4.787491742782046,5.3981627015177525,97,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,96
9505429,-87.68011,41.94629,1.791759469228055,5.517452896464707,6.214608098422191,4.605170185988092,2.995732273553991,1.0986122886681098,7.025538314638521,0.6931471805599453,100,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,91
9543468,-87.69749,41.92382,1.3862943611198906,5.220355825078324,-6.907755278982137,2.995732273553991,3.2188758248682006,0.6931471805599453,7.025538314638521,1.3862943611198906,100,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,97
9561630,-87.67258,41.95201,1.3862943611198906,4.9344739331306915,6.214608098422191,4.31748811353631,3.2188758248682006,0,7.025538314638521,5.5134287461649825,96,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,94
9561663,-87.68199,41.91034,1.791759469228055,4.48863636973214,-6.907755278982137,4.0943445622221,-6.907755278982137,0.6931471805599453,7.025538314638521,3.091042453358316,97,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,98
9570922,-87.63242,41.89692,1.0986122886681098,5.043425116919247,-6.907755278982137,4.382026634673881,-6.907755278982137,4.0943445622221,7.022868086082641,1.3862943611198906,100,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,99
9576984,-87.61681,41.88675,0.6931471805599453,4.8283137373023015,-6.907755278982137,4.605170185988092,-6.907755278982137,4.0943445622221,7.024649030453636,0,100,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,93
9587656,-87.63148,41.89627,1.0986122886681098,5.043425116919247,-6.907755278982137,4.382026634673881,-6.907755278982137,3.4339872044851463,7.025538314638521,0.6931471805599453,100,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,100
9589373,-87.65829,41.95008,0.6931471805599453,4.6913478822291435,-6.907755278982137,-6.907755278982137,-6.907755278982137,0,7.025538314638521,5.093750200806762,98,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,89
9590401,-87.74055,41.93875,2.0794415416798357,4.31748811353631,5.298317366548036,3.2188758248682006,2.70805020110221,0.6931471805599453,7.025538314638521,4.653960350157523,96,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,88
9614922,-87.6397,41.92304,2.0794415416798357,5.4510384535657,-6.907755278982137,5.298317366548036,3.2188758248682006,0,7.025538314638521,3.1780538303479458,91,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,95
9615953,-87.63822,41.92243,2.0794415416798357,5.1647859739235145,-6.907755278982137,5.298317366548036,3.2188758248682006,0,7.025538314638521,3.828641396489095,96,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,93
9632414,-87.62411,41.851,1.6094379124341003,6.214608098422191,-6.907755278982137,-6.907755278982137,3.2188758248682006,0,7.025538314638521,4.007333185232471,91,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,91
9637023,-87.67163,41.93864,0.6931471805599453,4.59511985013459,-6.907755278982137,3.912023005428146,4.605170185988092,0.6931471805599453,7.025538314638521,1.6094379124341003,100,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,96
9645880,-87.71107,41.92455,1.791759469228055,4.8283137373023015,6.396929655216146,4.248495242049359,3.2188758248682006,1.0986122886681098,7.025538314638521,4.2626798770413155,98,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,93
9660334,-87.66203,42.00451,1.791759469228055,5.521460917862246,5.521460917862246,5.521460917862246,2.302585092994046,1.9459101490553132,5.19295685089021,4.189654742026425,99,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,89
9681972,-87.6231,41.89133,2.0794415416798357,5.700443573390687,-6.907755278982137,5.187385805840755,4.31748811353631,1.0986122886681098,6.906754778648554,5.093750200806762,97,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,98
9690523,-87.7096,41.88302,0.6931471805599453,3.044522437723423,5.521460917862246,2.0794415416798357,2.0794415416798357,0,7.025538314638521,5.91350300563827,95,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,61
9708726,-87.7525,41.80418,0.6931471805599453,3.5553480614894135,6.620073206530356,3.912023005428146,2.302585092994046,3.044522437723423,6.593044534142437,4.189654742026425,97,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,55
9759758,-87.66064,41.89178,1.3862943611198906,5.075173815233827,-6.907755278982137,3.912023005428146,2.302585092994046,0.6931471805599453,2.70805020110221,3.912023005428146,98,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,95
9759854,-87.77144,41.93692,0.6931471805599453,3.7376696182833684,-6.907755278982137,-6.907755278982137,2.995732273553991,0.6931471805599453,7.025538314638521,3.5553480614894135,98,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,89
9767819,-87.64111,41.85667,0.6931471805599453,4.0943445622221,-6.907755278982137,2.995732273553991,2.70805020110221,0,7.025538314638521,5.583496308781699,94,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,88
9791551,-87.68823,41.89834,1.0986122886681098,5.521460917862246,-6.907755278982137,3.4011973816621555,-6.907755278982137,0.6931471805599453,3.4011973816621555,2.772588722239781,96,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,94
9792499,-87.7111,41.91913,0.6931471805599453,4.007333185232471,-6.907755278982137,2.302585092994046,-6.907755278982137,0.6931471805599453,7.025538314638521,4.852030263919617,99,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,92
9797971,-87.68368,41.88069,2.302585092994046,5.293304824724492,5.703782474656201,4.248495242049359,2.302585092994046,0.6931471805599453,4.499809670330265,5.484796933490655,97,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,88
9813148,-87.65213,41.96696,0.6931471805599453,4.174387269895637,5.298317366548036,3.912023005428146,3.2188758248682006,0.6931471805599453,2.70805020110221,3.044522437723423,99,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,91
9901796,-87.69781,41.85439,0.6931471805599453,4.553876891600541,-6.907755278982137,-6.907755278982137,-6.907755278982137,3.4011973816621555,4.787491742782046,2.4849066497880004,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,79
9906855,-87.71237,41.96889,0.6931471805599453,3.912023005428146,-6.907755278982137,2.302585092994046,2.4849066497880004,0.6931471805599453,1.3862943611198906,4.543294782270004,99,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,95
9908933,-87.6251,41.79967,1.6094379124341003,4.499809670330265,6.907755278982137,4.31748811353631,2.302585092994046,0.6931471805599453,7.025538314638521,5.093750200806762,90,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,66
9946053,-87.62297,41.85232,1.0986122886681098,4.867534450455582,-6.907755278982137,4.605170185988092,-6.907755278982137,3.4339872044851463,7.025538314638521,0.6931471805599453,100,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,89
9977717,-87.65812,41.9335,2.302585092994046,5.293304824724492,5.991464547107982,4.8283137373023015,2.302585092994046,0,7.025538314638521,4.442651256490317,96,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,85
9992834,-87.65873,41.93286,2.772588722239781,6.802394763324311,6.214608098422191,5.783825182329737,2.302585092994046,0,7.025538314638521,3.367295829986474,99,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,87
9993063,-87.65829,41.93303,1.791759469228055,5.187385805840755,5.521460917862246,4.605170185988092,2.302585092994046,1.6094379124341003,7.025538314638521,4.442651256490317,92,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,87
9993846,-87.62138,41.89862,0.6931471805599453,5.049856007249537,-6.907755278982137,4.605170185988092,-6.907755278982137,4.0943445622221,7.025538314638521,1.0986122886681098,100,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,98
9995220,-87.68796,41.88134,0.6931471805599453,4.04305126783455,5.703782474656201,3.2188758248682006,3.2188758248682006,3.4657359027997265,5.703782474656201,3.4965075614664802,96,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,84
9995828,-87.61681,41.88675,1.3862943611198906,5.37989735354046,-6.907755278982137,4.787491742782046,-6.907755278982137,3.4339872044851463,7.025538314638521,1.3862943611198906,95,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,93
9998977,-87.6553,41.95366,0.6931471805599453,4.442651256490317,-6.907755278982137,3.1780538303479458,-6.907755278982137,0,7.025538314638521,4.68213122712422,94,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,94
10011290,-87.63166,41.89636,0.6931471805599453,4.762173934797756,-6.907755278982137,4.382026634673881,-6.907755278982137,3.332204510175204,7.024649030453636,-6.907755278982137,101,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,100
10014344,-87.70666,41.94839,1.6094379124341003,4.31748811353631,5.521460917862246,3.4011973816621555,2.995732273553991,1.0986122886681098,7.025538314638521,4.276666119016055,96,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,85
10015541,-87.66936,41.97797,1.3862943611198906,4.31748811353631,-6.907755278982137,5.0106352940962555,3.2188758248682006,0,7.025538314638521,0,100,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,96
10034077,-87.68732,41.88097,0.6931471805599453,3.784189633918261,5.703782474656201,3.2188758248682006,3.2188758248682006,3.4657359027997265,5.703782474656201,3.367295829986474,99,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,86
10059353,-87.65517,41.95367,0.6931471805599453,4.442651256490317,-6.907755278982137,3.1780538303479458,-6.907755278982137,0,7.025538314638521,4.844187086458591,97,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,94
10065216,-87.61635,41.88539,1.3862943611198906,5.278114659230517,-6.907755278982137,-6.907755278982137,2.302585092994046,0.6931471805599453,3.4011973816621555,3.6888794541139363,94,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,93
10069247,-87.63032,41.88924,1.0986122886681098,4.382026634673881,-6.907755278982137,-6.907755278982137,3.912023005428146,0,7.025538314638521,6.3818160174060985,98,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,99
10070422,-87.60638,41.78412,0.6931471805599453,3.8066624897703196,-6.907755278982137,-6.907755278982137,2.70805020110221,1.3862943611198906,5.902633333401366,4.174387269895637,92,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,70
10071396,-87.60742,41.78301,0.6931471805599453,3.8066624897703196,-6.907755278982137,-6.907755278982137,2.70805020110221,1.3862943611198906,5.902633333401366,4.204692619390966,94,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,68
10072035,-87.60698,41.78339,0.6931471805599453,3.871201010907891,-6.907755278982137,-6.907755278982137,2.70805020110221,1.9459101490553132,5.902633333401366,4.418840607796598,92,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,65
10075221,-87.69589,41.92497,1.3862943611198906,4.48863636973214,-6.907755278982137,3.6888794541139363,3.2188758248682006,0,4.787491742782046,5.1298987149230735,94,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,96
10090801,-87.65765,41.97658,2.4849066497880004,6.684611727667927,5.857933154483459,-6.907755278982137,3.6888794541139363,1.0986122886681098,3.2188758248682006,3.4011973816621555,100,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,94
10100747,-87.7096,41.88302,1.0986122886681098,3.044522437723423,5.521460917862246,2.0794415416798357,2.0794415416798357,0,7.025538314638521,5.545177444479562,95,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,61
10100835,-87.60731,41.78295,0.6931471805599453,3.8066624897703196,-6.907755278982137,-6.907755278982137,2.70805020110221,1.9459101490553132,5.902633333401366,3.9318256327243257,91,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,68
10101026,-87.60638,41.78174,0.6931471805599453,3.8066624897703196,-6.907755278982137,-6.907755278982137,2.70805020110221,1.9459101490553132,5.902633333401366,3.912023005428146,94,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,72
10119226,-87.63469,41.84621,1.9459101490553132,4.31748811353631,5.003946305945459,3.6635616461296463,3.367295829986474,1.0986122886681098,7.024649030453636,4.59511985013459,91,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,90
10136412,-87.64756,41.95789,0,3.8066624897703196,-6.907755278982137,4.605170185988092,3.4011973816621555,3.4965075614664802,4.0943445622221,0,100,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,90
10178724,-87.68518,41.91453,1.6094379124341003,4.867534450455582,5.0106352940962555,4.382026634673881,3.912023005428146,0.6931471805599453,7.025538314638521,3.1354942159291497,96,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,94
10225863,-87.64601,41.9228,1.3862943611198906,4.77912349311153,5.521460917862246,-6.907755278982137,-6.907755278982137,0.6931471805599453,7.025538314638521,2.302585092994046,98,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,95
10227627,-87.59967,41.78224,1.791759469228055,4.74493212836325,5.298317366548036,-6.907755278982137,2.70805020110221,0,3.367295829986474,5.236441962829949,93,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,68
10254486,-87.6638,41.99652,1.3862943611198906,4.442651256490317,4.605170185988092,3.8066624897703196,2.995732273553991,0.6931471805599453,7.025538314638521,5.123963979403259,96,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,95
10280848,-87.6187,41.84708,0.6931471805599453,4.59511985013459,5.857933154483459,4.0943445622221,2.70805020110221,0,4.787491742782046,5.099866427824199,96,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,59
10280979,-87.66741,41.95339,1.6094379124341003,4.8283137373023015,6.214608098422191,4.59511985013459,2.995732273553991,5.8998973535824915,7.025538314638521,3.295836866004329,93,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,91
10340807,-87.66199,41.89299,0,4.23410650459726,-6.907755278982137,2.70805020110221,2.302585092994046,0.6931471805599453,2.6390573296152584,4.330733340286331,99,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,95
10392060,-87.68006,41.91066,1.6094379124341003,4.90527477843843,-6.907755278982137,3.912023005428146,3.4011973816621555,1.3862943611198906,7.024649030453636,4.543294782270004,98,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,99
10409794,-87.66178,41.98826,1.6094379124341003,4.700480365792417,-6.907755278982137,2.70805020110221,-6.907755278982137,0.6931471805599453,7.025538314638521,5.204006687076795,97,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,95
10411427,-87.7096,41.88302,0.6931471805599453,2.9444389791664403,5.521460917862246,2.0794415416798357,2.0794415416798357,0,7.025538314638521,5.869296913133774,96,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,61
10412689,-87.68421,41.86919,0,4.976733742420574,4.77912349311153,3.912023005428146,4.605170185988092,0,2.6390573296152584,1.3862943611198906,100,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,85
10437238,-87.59917,41.8148,2.1972245773362196,5.3706380281276624,5.521460917862246,4.442651256490317,3.2188758248682006,0.6931471805599453,5.8998973535824915,3.9512437185814275,87,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,71
10487791,-87.61599,41.89404,2.0794415416798357,5.700443573390687,-6.907755278982137,5.187385805840755,4.31748811353631,1.0986122886681098,6.906754778648554,4.812184355372417,97,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,94
10498280,-87.70367,41.91071,2.5649493574615367,5.521460917862246,5.703782474656201,4.553876891600541,3.4011973816621555,0.6931471805599453,3.4011973816621555,5.181783550292085,99,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,86
