longitude,latitude,price
-87.61641,41.88581,140
-87.66715,41.95675,95
-87.66694,41.97632,125
-87.71074,41.9228,79
-87.67891,41.85636,50
-87.68219,41.89038,400
-87.69892,41.93007,200
-87.73522,41.95422,50
-87.64777,41.9311,67
-87.69484,41.91821,115
-87.66256,41.9045,153
-87.65946,41.99414,90
-87.67544,41.89747,109
-87.80845,41.98349,60
-87.67619,41.91221,78
-87.67589,41.97457,60
-87.6702,41.85398,105
-87.68255,41.95016,85
-87.75691,41.94025,35
-87.72505,41.92654,122
-87.66084,41.94418,250
-87.63235,41.90095,99
-87.65365,41.88065,195
-87.66397,41.92757,49
-87.70076,41.92759,60
-87.69161,41.91536,105
-87.6713,41.95129,206
-87.65235,41.94019,109
-87.65768,41.94433,150
-87.72267,41.93349,55
-87.66795,41.98997,100
-87.7566,41.93905,35
-87.65573,41.95123,130
-87.66274,41.99104,55
-87.65879,41.94876,169
-87.67205,41.99322,56
-87.6888,41.90676,70
-87.72819,41.93351,38
-87.66592,41.89866,100
-87.69919,41.92317,175
-87.66786,41.97183,359
-87.78414,41.96277,45
-87.68684,41.94197,59
-87.67287,41.90941,499
-87.61715,41.8932,199
-87.6509,41.88664,555
-87.63383,41.8478,85
-87.64946,41.91995,65
-87.65693,41.97096,188
-87.7041,41.94076,65
-87.69264,41.90209,65
-87.73415,41.94669,27
-87.65235,41.94043,140
-87.68158,41.8978,99
-87.72953,41.95905,56
-87.6261,41.89722,199
-87.67344,41.90956,90
-87.66612,41.96899,276
-87.66846,42.00796,40
-87.67212,41.90236,550
-87.77474,41.88542,36
-87.77577,41.97157,32
-87.65056,41.94487,55
-87.68306,41.84663,100
-87.65558,41.95045,214
-87.71906,41.92088,39
-87.65839,41.89685,279
-87.68917,41.90692,100
-87.66396,41.97382,150
-87.69643,41.90359,63
-87.66894,41.89977,115
-87.60672,41.82392,55
-87.66225,41.90039,94
-87.78491,41.92719,60
-87.61743,41.82272,80
-87.61005,41.83087,350
-87.62759,41.89463,116
-87.65032,41.9447,160
-87.67366,41.908,120
-87.62887,41.90678,150
-87.60178,41.82094,85
-87.65257,41.91828,85
-87.67098,41.8971,148
-87.68974,41.90684,60
-87.61767,41.76891,28
-87.61827,41.76938,27
-87.72433,41.94598,50
-87.70467,41.86108,84
-87.68663,41.96593,55
-87.67735,41.8976,99
-87.7742,41.88419,35
-87.69444,41.90522,63
-87.69095,41.93237,152
-87.66807,41.89158,200
-87.69338,41.91393,100
-87.67104,41.97408,72
-87.67654,41.9572,126
-87.67293,41.90663,65
-87.681,41.9191,105
-87.66833,41.90691,139
-87.71608,41.92164,129
-87.6505,41.94293,286
-87.68573,41.92321,40
-87.77188,41.9859,110
-87.65877,41.94774,399
-87.64516,41.90184,100
-87.69242,41.90929,50
-87.69185,41.90936,45
-87.71093,41.93402,70
-87.6593,41.94018,170
-87.7023,41.88694,49
-87.71859,41.91558,90
-87.68703,41.90215,90
-87.67315,41.88957,52
-87.64976,41.94742,61
-87.66715,41.95682,90
-87.66831,41.9808,170
-87.62551,41.89567,109
-87.74938,41.94194,45
-87.67488,41.90072,120
-87.65778,41.89043,85
-87.61351,41.80646,39
-87.61392,41.80603,43
-87.68032,41.91523,116
-87.70352,41.85809,50
-87.62185,41.89754,180
-87.73549,41.96198,175
-87.66346,41.90227,275
-87.64591,41.93361,129
-87.67298,41.89037,85
-87.69513,41.87784,126
-87.64498,41.9416,200
-87.64987,41.91863,220
-87.6631,41.94455,89
-87.72371,41.95642,50
-87.771,41.92345,60
-87.66731,41.95679,90
-87.71802,41.84615,48
-87.57244,41.76358,55
-87.67947,41.8796,130
-87.62095,41.83251,57
-87.65971,42.0064,75
-87.62096,41.83228,55
-87.6282,41.90247,153
-87.66363,41.94,93
-87.66129,41.94943,439
-87.70387,41.9329,86
-87.64912,41.89329,395
-87.64894,41.94187,210
-87.63135,41.89629,165
-87.62191,41.89822,135
-87.70464,41.92115,50
-87.65086,41.94291,559
-87.6649,41.99462,224
-87.70318,41.96341,224
-87.64737,41.85613,39
-87.64884,41.85865,49
-87.65477,41.85671,80
-87.66469,41.87186,120
-87.6557,41.950920000000004,120
-87.67588,41.91783,134
-87.66214,41.90008,87
-87.6679,41.92435,125
-87.66844,41.92443,125
-87.66757,41.8937,79
-87.66094,41.94534,295
-87.63354,41.84828,190
-87.69215,41.99449,48
-87.75783,41.94031,55
-87.63455,41.90934,99
-87.71246,41.96006,55
-87.68893,41.89693,75
-87.7076,41.9166,300
-87.70092,41.92197,100
-87.6655,41.92491,207
-87.65342,41.8564,49
-87.59721,41.78397,40
-87.66397,41.87899,175
-87.64547,41.909,189
-87.63172,41.88708,116
-87.63946,41.93691,119
-87.79768,41.97943,99
-87.6402,41.82452,50
-87.64787,41.94201,89
-87.67841,41.83022,29
-87.7525,41.80418,45
-87.67508,41.85368,45
-87.66382,41.90611,79
-87.67613,41.89745,129
-87.67359,41.97765,129
-87.67489,41.90898,249
-87.66926,41.85732,60
-87.658690000000007,41.94875,161
-87.78467,41.90989,185
-87.67379,41.9927,75
-87.65052,41.95604,78
-87.70682,41.91676,110
-87.62139,41.83752,200
-87.68769,41.90703,55
-87.70385,41.88286,75
-87.6778,41.91901,80
-87.66841,41.91227,94
-87.64644,41.93749,299
-87.7738,41.87728,36
-87.7742,41.88408,26
-87.68492,41.94224,100
-87.658690000000007,41.94875,179
-87.68218,41.95077,100
-87.66341,41.99251,59
-87.67435,41.85485,39
-87.77145,41.93845,50
-87.77188,41.93691,60
-87.6627,41.94278,299
-87.66014,41.94786,299
-87.65706,41.98977,46
-87.65571,41.95355,165
-87.70461,41.98317,70
-87.65218,41.93354,250
-87.62219,41.81272,55
-87.70876,41.93671,135
-87.67656,41.89648,250
-87.69321,41.97369,75
-87.59749,41.81639,275
-87.64861,41.91114,85
-87.68011,41.94629,249
-87.69749,41.92382,185
-87.67258,41.95201,139
-87.68199,41.91034,89
-87.63242,41.89692,155
-87.61681,41.88675,125
-87.63148,41.89627,155
-87.65829,41.95008,109
-87.74055,41.93875,75
-87.6397,41.92304,233
-87.63822,41.92243,175
-87.62411,41.851,500
-87.67163,41.93864,99
-87.71107,41.92455,125
-87.66203,42.00451,250
-87.6231,41.89133,299
-87.7096,41.88302,21
-87.7525,41.80418,35
-87.66064,41.89178,160
-87.77144,41.93692,42
-87.64111,41.85667,60
-87.68823,41.89834,250
-87.7111,41.91913,55
-87.68368,41.88069,199
-87.65213,41.96696,65
-87.69781,41.85439,95
-87.71237,41.96889,50
-87.6251,41.79967,90
-87.62297,41.85232,130
-87.65812,41.9335,199
-87.65873,41.93286,900
-87.65829,41.93303,179
-87.62138,41.89862,156
-87.68796,41.88134,57
-87.61681,41.88675,217
-87.6553,41.95366,85
-87.63166,41.89636,117
-87.70666,41.94839,75
-87.66936,41.97797,75
-87.68732,41.88097,44
-87.65517,41.95367,85
-87.61635,41.88539,196
-87.63032,41.88924,80
-87.60638,41.78412,45
-87.60742,41.78301,45
-87.60698,41.78339,48
-87.69589,41.92497,89
-87.65765,41.97658,800
-87.7096,41.88302,21
-87.60731,41.78295,45
-87.60638,41.78174,45
-87.63469,41.84621,75
-87.64756,41.95789,45
-87.68518,41.91453,130
-87.64601,41.9228,119
-87.59967,41.78224,115
-87.6638,41.99652,85
-87.66741,41.95339,125
-87.66199,41.89299,69
-87.68006,41.91066,135
-87.66178,41.98826,110
-87.7096,41.88302,19
-87.68421,41.86919,145
-87.59917,41.8148,215
-87.61599,41.89404,299
-87.70367,41.91071,250
-87.67286,41.98305,150
-87.71609,41.92836,45
-87.65788,41.94688,180
-87.69204,41.996,47
-87.66574,41.8959,79
-87.65493,41.95345,85
-87.66561,41.89452,79
-87.716,41.9219,40
-87.6313,41.896,180
-87.63941,41.9168,195
-87.619,41.89326,150
-87.63626,41.89625,250
-87.62189,41.8994,220
-87.68648,41.8726,85
-87.63982,41.93227,74
-87.77022,41.96917,300
-87.63212,41.8962,109
-87.63282,41.89714,199
-87.632,41.89722,189
-87.65682,41.92922,59
-87.72193,41.94093,115
-87.60465,41.80199,45
-87.67258,41.98285,110
-87.66857,41.89215,65
-87.67082,41.93965,75
-87.68399,41.84922,55
-87.64285,41.88858,75
-87.64822,41.94073,400
-87.69006,41.9749,94
-87.60323,41.80106,27
-87.68389,41.88093,198
-87.67427,41.85523,125
-87.72499,41.94038,112
-87.72553,41.9396,498
-87.70364,41.88621,99
-87.71208,41.7425,78
-87.67933,41.90235,63
-87.65206,41.92845,100
-87.68504,41.92559,165
-87.69476,41.85692,47
-87.69155,41.90909,59
-87.58836,41.778,114
-87.58826,41.77675,99
-87.58741,41.77653,119
-87.67217,41.85563,25
-87.67217,41.85563,80
-87.6559,41.93602,579
-87.65068,41.94459,100
-87.67251,41.85446,100
-87.65455,41.94689,350
-87.6071,41.81716,69
-87.68124,41.89883,563
-87.6879,41.91564,48
-87.67023,41.98016,125
-87.70817,41.88687,98
-87.61586,41.89466,207
-87.67334,41.94292,140
-87.69617,41.92497,125
-87.7096,41.88302,21
-87.6181,41.88662,155
-87.66604,41.92568,218
-87.61894,41.89328,200
-87.68524,41.97613,285
-87.68768,41.97666,59
-87.77445,41.88485,30
-87.68259,41.92073,100
-87.68771,41.90344,30
-87.64864,41.95848,200
-87.66116,42.00119,190
-87.66227,42.00156,150
-87.66208,42.00102,200
-87.66219,42.00095,210
-87.66161,42.00154,260
-87.61726,41.83433,89
-87.62724,41.88935,229
-87.61352,41.83662,950
-87.65358,41.9491,399
-87.62352,41.88551,299
-87.71354,41.94704,75
-87.61656,41.89162,299
-87.59964,41.81306,170
-87.63255,41.84794,59
-87.66658,42.01931,86
-87.70265,41.88643,96
-87.68284,41.91604,149
-87.64896,41.94105,125
-87.69623,41.91582,45
-87.6161,41.88617,131
-87.61682,41.88676,300
-87.63625,41.88469,375
-87.68732,41.88097,55
-87.64424,41.85919,72
-87.6553,41.95365,85
-87.65737,41.8595,133
-87.66358,41.928,175
-87.63572,41.8525,179
-87.61642,41.88743,150
-87.61672,41.88625,250
-87.68242,41.88111,253
-87.66177,41.89361,85
-87.6844,41.90625,159
-87.66222,41.86832,50
-87.63709,41.83515,65
-87.65991,41.95142,172
-87.6727,41.97942,165
-87.70975,41.84007,60
-87.71085,41.92042,110
-87.64274,41.88809,135
-87.62337,41.81174,55
-87.69356,41.91031,55
-87.66919,41.91311,300
-87.60606,41.80036,170
-87.63296,41.88792,290
-87.63381,41.89551,78
-87.63385,41.88862,179
-87.63095,41.88568,141
-87.63114,41.88724,140
-87.61943,41.88582,139
-87.620590000000007,41.88641,139
-87.66179,41.87629,175
-87.77997,41.95385,99
