longitude,latitude,price
-122.32047,47.62305,209
-122.35639,47.71455,155
-122.2671,47.68509,44
-122.34929,47.61349,75
-122.3097,47.63058,57
-122.38264,47.67125,169
-122.34499,47.63007,95
-122.3466,47.61689,89
-122.37142,47.63272,145
-122.27945,47.56102,86
-122.35972,47.671,55
-122.35228,47.65898,95
-122.27041,47.55098,95
-122.33503,47.71732,100
-122.34782,47.64927,220
-122.36671,47.56416,69
-122.30889,47.59322,70
-122.34901,47.68308,70
-122.31329,47.61954,200
-122.30177,47.62298,175
-122.34818,47.61457,300
-122.32147,47.57784,320
-122.35336,47.64714,100
-122.34882,47.61559,300
-122.32971,47.61215,195
-122.31551,47.662,87
-122.38124,47.66677,224
-122.32657,47.65669,65
-122.35104,47.66125,130
-122.32325,47.66582,135
-122.29708,47.62126,225
-122.36436,47.6401,300
-122.36067,47.70338,30
-122.32496,47.62592,95
-122.28347,47.55908,89
-122.39387,47.67011,60
-122.35738,47.62106,217
-122.36466,47.66689,85
-122.38129,47.67204,495
-122.37893,47.5719,75
-122.38066,47.67192,100
-122.38185,47.57477,225
-122.35007,47.61382,99
-122.31308,47.61172,52
-122.29982,47.67674,85
-122.36284,47.67237,61
-122.39064,47.67736,225
-122.30323,47.66437,115
-122.33852,47.60887,225
-122.35528,47.67435,75
-122.39059,47.5542,60
-122.33023,47.65431,79
-122.27035,47.54415,63
-122.31725,47.65785,120
-122.35628,47.71339,135
-122.36722,47.63256,130
-122.31289,47.66077,85
-122.33431,47.60057,142
-122.35202,47.68806,42
-122.33353,47.65089,149
-122.31837,47.55043,68
-122.36948,47.62972,900
-122.35768,47.66006,119
-122.33526,47.61538,999
-122.27262,47.54722,47
-122.32098,47.64862,300
-122.34074,47.60796,199
-122.38687,47.64121,99
-122.34339,47.61217,557
-122.35459,47.63507,100
-122.39524,47.56272,300
-122.37508,47.54988,99
-122.34023,47.61315,225
-122.31886,47.61808,195
-122.32275,47.62343,44
-122.32226,47.62199,34
-122.33855,47.60835,295
-122.32095,47.60506,180
-122.33404,47.6506,99
-122.28907,47.60801,88
-122.29942,47.61594,185
-122.29449,47.61652,85
-122.34511,47.65718,92
-122.40739,47.57858,98
-122.37001,47.67959,85
-122.35532,47.55149,70
-122.3529,47.68797,50
-122.35936,47.69585,180
-122.28905,47.54296,50
-122.32584,47.62234,149
-122.40911,47.64325,291
-122.31558,47.61844,299
-122.29431,47.56077,55
-122.35637,47.6563,180
-122.38929,47.52039,595
-122.32971,47.61215,185
-122.32378,47.64539,125
-122.31339,47.66218,95
-122.28303,47.55946,69
-122.29587,47.58344,85
-122.37826,47.66746,60
-122.31291,47.66169,90
-122.36501,47.67212,85
-122.35307,47.72478,52
-122.32984,47.61216,100
-122.29875,47.59759,163
-122.3589,47.64759,325
-122.34622,47.62711,240
-122.31459,47.59203,90
-122.25249,47.50948,175
-122.31702,47.6201,135
-122.38231,47.67228,98
-122.34512,47.63184,105
-122.31479,47.66155,79
-122.39416,47.67345,65
-122.32672,47.66292,210
-122.27458,47.67186,200
-122.33191,47.66032,295
-122.32834,47.66401,99
-122.28929,47.54176,50
-122.31989,47.65037,300
-122.39911,47.58366,350
-122.31601,47.61877,154
-122.34391,47.68834,85
-122.36414,47.67308,84
-122.31558,47.67341,245
-122.34944,47.66188,58
-122.33201,47.67457,178
-122.38594,47.66705,101
-122.4076,47.56895,345
-122.27642,47.70245,125
-122.37317,47.63555,185
-122.35635,47.69922,175
-122.34595,47.65893,62
-122.33048,47.61139,130
-122.34674,47.69431,45
-122.31169,47.62307,140
-122.33744,47.61667,170
-122.30718,47.59198,299
-122.30798,47.60192,75
-122.34401,47.61334,183
-122.35157,47.68078,130
-122.28996,47.68571,50
-122.30672,47.61442,135
-122.38496,47.64667,250
-122.29434,47.60808,100
-122.34514,47.61832,125
-122.36173,47.56211,75
-122.34478,47.63091,175
-122.34007,47.60999,350
-122.27078,47.65964,200
-122.33019,47.67674,90
-122.33968,47.66707,75
-122.34543,47.69627,48
-122.33986,47.66685,72
-122.33688,47.66858,65
-122.37056,47.54676,80
-122.39078,47.53213,120
-122.35892,47.64733,69
-122.35434,47.66088,105
-122.35542,47.67391,70
-122.38598,47.5443,100
-122.36103,47.63637,119
-122.33276,47.6139,145
-122.31975,47.62379,125
-122.32907,47.61097,169
-122.32026,47.62267,225
-122.31597,47.65733,95
-122.32643,47.60908,82
-122.35068,47.52755,75
-122.3185,47.62447,104
-122.29933,47.61091,85
-122.28619,47.66443,62
-122.31717,47.6233,290
-122.32203,47.61786,100
-122.3818,47.67197,195
-122.35099,47.62905,600
-122.34934,47.52669,59
-122.31373,47.66101,82
-122.32743,47.68239,63
-122.3293,47.66182,130
-122.30001,47.61366,150
-122.27494,47.67352,140
-122.30883,47.602290000000004,199
-122.30576,47.59127,68
-122.35729,47.66673,120
-122.36083000000001,47.63166,75
-122.3267,47.66847,75
-122.3375,47.64969,125
-122.28545,47.56486,1000
-122.30528,47.60918,100
-122.29117,47.57166,120
-122.30048,47.63028,95
-122.34621,47.65031,135
-122.32475,47.69742,65
-122.31119,47.61137,500
-122.31127,47.61118,500
-122.31737,47.66818,110
-122.32855,47.61187,149
-122.31125,47.70127,89
-122.27688,47.63661,80
-122.37739,47.55337,79
-122.32617,47.64426,129
-122.31739,47.62481,216
-122.3466,47.6184,160
-122.33839,47.65372,159
-122.26284,47.52765,98
-122.33461,47.66618,140
-122.39256,47.67169,100
-122.31387,47.6104,150
-122.28299,47.66846,509
-122.28919,47.67699,140
-122.3706,47.65219,110
-122.35216,47.6925,90
-122.30142,47.54462,38
-122.35043,47.67181,97
-122.28768,47.67179,280
-122.40375,47.66404,85
-122.32466,47.65899,160
-122.3849,47.68116,95
-122.30665,47.61109,157
-122.29294,47.67353,149
-122.27224,47.54728,40
-122.33402,47.67349,89
-122.34702,47.61476,199
-122.3282,47.6405,135
-122.37702,47.55583,59
-122.35491,47.71159,65
-122.35389,47.684,99
-122.35276,47.6912,99
-122.26044,47.51016,149
-122.32354,47.61602,88
-122.28709,47.61383,999
-122.34874,47.69751,150
-122.35726,47.65655,90
-122.32971,47.61215,269
-122.34959,47.69095,58
-122.29044,47.62543,130
-122.30187,47.61027,85
-122.30796,47.57878,60
-122.36331,47.55626,55
-122.3135,47.61656,115
-122.32278,47.63949,300
-122.3674,47.68579,44
-122.25932,47.51465,54
-122.35331,47.69073,100
-122.37658,47.67575,325
-122.40107,47.55969,155
-122.33997,47.62182,153
-122.41488,47.57767,335
-122.35113,47.61606,133
-122.29513,47.61725,95
-122.28915,47.67572,70
-122.3306,47.61133,185
-122.35746,47.62715,165
-122.35352,47.6534,113
-122.30401,47.63799,55
-122.34703,47.68412,225
-122.35164,47.67306,450
-122.35491,47.68087,105
-122.32941,47.61183,250
-122.3072,47.63004,207
-122.34463,47.62992,158
-122.30892,47.67452,89
-122.34869,47.61511,120
-122.34858,47.6531,225
-122.32429,47.62302,38
-122.31482,47.60998,55
-122.36468,47.53463,50
-122.32043,47.65112,197
-122.31061,47.61155,180
-122.39387,47.54747,99
-122.31685,47.61443,150
-122.38267,47.67151,64
-122.28437,47.66786,58
-122.26795,47.49882,49
-122.36168,47.66494,120
-122.34198,47.61126,300
-122.29837,47.71862,85
-122.3159,47.61243,89
-122.32971,47.61215,185
-122.31416,47.6118,89
-122.34726,47.65679,88
-122.3624,47.5613,70
-122.38929,47.57783,47
-122.31336,47.61269,175
-122.33374,47.66167,75
-122.31741,47.70054,125
-122.29819,47.71655,70
-122.26596,47.68452,495
-122.35584,47.6225,137
-122.39262,47.68507,139
-122.36177,47.56451,179
-122.31647,47.58345,75
-122.40263,47.58018,117
-122.3616,47.63933,79
-122.31158,47.61638,110
-122.29055,47.61018,300
-122.32676,47.62659,145
-122.3676,47.65017,99
-122.30437,47.66267,92
-122.31998,47.66779,72
-122.27215,47.5596,250
-122.28907,47.67408,45
-122.39327,47.5523,225
-122.38844,47.6726,115
-122.30847,47.63146,133
-122.31095,47.67847,30
-122.309,47.67858,47
-122.3149,47.62258,180
-122.34509,47.69972,66
-122.30909,47.6068,350
-122.34592,47.65202,145
-122.31603,47.67312,155
-122.32781,47.62309,225
-122.32757,47.68587,129
-122.32585,47.71172,125
-122.28392,47.66252,120
-122.34876,47.69722,42
-122.38512,47.55484,125
-122.29886,47.60958,140
-122.34328,47.65012,200
-122.36505,47.63802,386
-122.28905,47.56361,94
-122.36435,47.64262,445
-122.36917,47.67501,450
-122.36838,47.66884,144
-122.29469,47.62389,140
-122.24278,47.5099,200
-122.35237,47.65261,85
-122.34028,47.60728,999
-122.26228,47.55184,95
-122.31989,47.69495,175
-122.3082,47.58791,90
-122.2807,47.70299,50
-122.30127,47.54452,58
-122.35613,47.68087,75
-122.31683,47.65704,93
-122.34726,47.61431,124
-122.34625,47.65093,95
-122.34464,47.61372,99
-122.38539,47.67142,129
-122.30212,47.6238,125
-122.3818,47.54571,39
-122.37271,47.64063,175
-122.29721,47.66538,59
-122.39843,47.57587,100
-122.39971,47.56598,560
-122.30445,47.66453,40
-122.31954,47.62705,700
-122.34992,47.65774,50
-122.3818,47.56848,185
-122.36102,47.6559,114
-122.33823,47.60815,290
-122.35306,47.63787,350
-122.35359,47.63785,200
-122.38472,47.54351,100
-122.34393,47.61337,180
-122.36466,47.69251,120
-122.30688,47.57982,84
-122.34752,47.6522,95
-122.34693,47.61518,299
-122.33862,47.65164,134
-122.31919,47.65028,137
-122.3268,47.62108,100
-122.30977,47.68018,30
-122.34656,47.65692,78
-122.31907,47.67998,265
-122.37184,47.68073,112
-122.35918,47.62909,615
-122.25995,47.51637,39
-122.32524,47.67491,100
-122.29039,47.61584,325
-122.34892,47.61438,125
-122.30147,47.61298,65
-122.32462,47.67478,225
-122.32306,47.61502,175
-122.32379,47.62225,99
-122.28926,47.68119,95
-122.30316,47.57707,25
-122.3178,47.62596,134
-122.32359,47.62446,500
-122.31587,47.61366,98
-122.34818,47.61457,203
-122.34592,47.62939,109
-122.35218,47.70565,85
-122.28487,47.56237,125
-122.36081,47.63752,99
-122.36958,47.63852,400
-122.34408,47.61334,165
-122.32739,47.63754,195
-122.36118,47.69125,175
-122.32953,47.6534,180
-122.38179,47.70432,390
-122.2985,47.64003,400
-122.32165,47.657470000000004,40
-122.35802,47.63462,147
-122.35586,47.68988,125
-122.34742,47.65372,136
-122.35629,47.63893,160
-122.36083000000001,47.64353,74
-122.30743,47.57275,60
-122.31923,47.67046,129
-122.31891,47.62297,139
-122.36769,47.6314,80
-122.36359,47.684,120
-122.31644,47.6096,259
-122.29293,47.59794,149
-122.3914,47.68669,220
-122.32959,47.67634,120
-122.32971,47.61215,235
-122.29307,47.56773,499
-122.3214,47.64582,37
-122.26092,47.52457,225
-122.27285,47.56277,99
-122.31401,47.57806,480
-122.35706,47.6343,125
-122.3956,47.53803,225
-122.2751,47.70131,240
-122.3665,47.62527,134
-122.29358,47.674,129
-122.35999,47.6542,114
-122.30083,47.66429,80
-122.30183,47.62128,125
-122.27779,47.638,109
-122.29564,47.56082,35
-122.29448,47.5592,55
-122.36984,47.70348,60
-122.35414,47.68927,90
-122.30963,47.60952,158
-122.39247,47.64768,76
-122.32708,47.67047,125
-122.37964,47.56354,99
-122.31405,47.61602,145
-122.30455,47.70303,71
-122.38744,47.5867,232
-122.34818,47.61457,154
-122.29685,47.60847,73
-122.33064,47.66437,120
-122.33608,47.64785,150
-122.29721,47.59526,389
-122.29577,47.6967,175
-122.385,47.65103,345
-122.26668,47.54661,279
-122.27265,47.69523,350
-122.39364,47.56048,200
-122.32506,47.61482,140
-122.33096,47.6072,140
-122.32722,47.62319,250
-122.38816,47.64002,79
-122.30364,47.72202,50
-122.37751,47.5589,62
-122.38107,47.58274,98
-122.35657,47.71073,135
-122.29858,47.62022,64
-122.30963,47.72991,265
-122.38811,47.6453,275
-122.30371,47.60511,210
-122.29967,47.54312,38
-122.36087,47.68439,85
-122.32142,47.64461,29
-122.38396,47.6495,250
-122.30852,47.6175,100
-122.33391,47.61533,299
-122.33263,47.6157,279
-122.34818,47.61457,150
-122.30067,47.60313,110
-122.31088,47.62361,145
-122.30859,47.62989,97
-122.31509,47.6712,150
-122.33702,47.62014,225
-122.32715,47.65817,75
-122.35649,47.657470000000004,450
-122.38637,47.51862,165
-122.31948,47.66765,79
-122.29616,47.56109,35
-122.35669,47.631100000000004,120
-122.38162,47.58495,89
-122.34852,47.61603,106
-122.3372,47.61972,225
-122.30476,47.61018,95
-122.33822,47.60862,250
-122.39596,47.68952,160
-122.30316,47.69365,90
-122.35472,47.65382,77
-122.38891,47.67289,300
-122.36829,47.64096,300
-122.34130999999999,47.61535,120
-122.26731,47.55958,120
-122.29981,47.59083,55
-122.3897,47.65244,125
-122.32461,47.64208,75
-122.30423,47.72656,50
-122.38925,47.65038,120
-122.31043,47.67993,35
-122.29828,47.61943,180
-122.31413,47.61437,135
-122.38701,47.68244,108
-122.35234,47.63737,150
-122.30008,47.59214,50
-122.4147,47.5779,135
-122.35965,47.62686,160
-122.34066,47.6149,133
-122.39293,47.65113,150
-122.33818,47.66722,78
-122.3232,47.61166,120
-122.3876,47.57629,77
-122.30807,47.618,115
-122.32031,47.65666,195
-122.3465,47.6576,58
-122.32519,47.62825,295
-122.33199,47.69671,65
-122.40187,47.65947,200
-122.283,47.61553,89
-122.28289,47.72318,60
-122.39228,47.70013,99
-122.38665,47.64033,99
-122.30323,47.60415,69
-122.29327,47.58863,105
-122.32625,47.62388,130
-122.30375,47.60011,115
-122.32328,47.67606,140
-122.29913,47.66787,45
-122.30332,47.55552,100
-122.31519,47.66834,70
-122.31545,47.66852,78
-122.33706,47.61882,299
-122.34935,47.68812,100
-122.27505,47.55708,130
-122.38811,47.63986,99
-122.29694,47.67023,50
-122.30488,47.62464,140
-122.38645,47.59114,225
-122.26654,47.56065,145
-122.30774,47.61588,90
-122.30894,47.62099,200
-122.31709,47.62254,210
-122.3625,47.51945,79
-122.3168,47.66722,65
-122.28788,47.66562,95
-122.32595,47.67314,325
-122.30821,47.60222,300
-122.31682,47.64649,350
-122.40831,47.57177,95
-122.3642,47.68036,90
-122.30541,47.68078,63
-122.29266,47.61602,124
-122.33685,47.66116,105
-122.28562,47.58013,150
-122.31528,47.66749,70
-122.38862,47.63577,93
-122.35529,47.64764,99
-122.29391,47.56136,35
-122.27843,47.54847,65
-122.35879,47.67511,100
-122.31066,47.67577,86
-122.27803,47.5467,45
-122.28822,47.72365,66
-122.33897,47.62086,375
-122.331,47.69637,65
-122.38419,47.55462,99
-122.29229,47.59177,200
-122.35124,47.64598,180
-122.31709,47.62286,159
-122.31844,47.66882,275
-122.34682,47.63212,250
-122.31576,47.69622,89
-122.31321,47.60295,85
-122.38564,47.5292,95
-122.32396,47.62098,150
-122.27162,47.54732,90
-122.32793,47.62266,120
-122.28506,47.57411,85
-122.34659,47.69444,215
-122.28164,47.66459,60
-122.32399,47.63997,110
-122.30304,47.62324,120
-122.3597,47.67101,225
-122.34691,47.65466,160
-122.34389,47.61337,183
-122.32262,47.61745,85
-122.30906,47.59516,69
-122.29855,47.6845,200
-122.29255,47.54987,117
-122.31119,47.58832,134
-122.32101,47.61974,220
-122.30988,47.57288,80
-122.37044,47.63942,125
-122.32313,47.63661,75
-122.31174,47.69718,112
-122.37086,47.68366,250
-122.36128,47.66177,209
-122.29006,47.61357,99
-122.37923,47.57971,95
-122.3874,47.55943,100
-122.40352,47.64119,250
-122.3445,47.62608,349
-122.31884,47.65634,100
-122.38056,47.68618,70
-122.38391,47.64977,60
-122.31449,47.62437,80
-122.32148,47.62874,210
-122.32284,47.63993,350
-122.29594,47.62228,160
-122.32945,47.65651,150
-122.32142,47.61176,119
-122.3286,47.61171,129
-122.37224,47.63978,200
-122.27541,47.53067,35
-122.37778,47.55732,70
-122.33189,47.69454,65
-122.35652,47.62204,100
-122.36941,47.63737,98
-122.32853,47.6147,92
-122.3465,47.69648,200
-122.32659,47.66079,90
-122.32355,47.61533,145
-122.31941,47.61495,185
-122.29809,47.62447,76
-122.31533,47.6098,60
-122.32396,47.64914,250
-122.30057,47.62406,125
-122.34999,47.67309,80
-122.36272,47.64341,74
-122.35739,47.64756,125
-122.32548,47.61814,129
-122.39779,47.58045,200
-122.32713,47.62398,125
-122.30332,47.63077,125
-122.31538,47.58146,45
-122.3205,47.61409,149
-122.35656,47.62758,275
-122.38456,47.55926,150
-122.34566,47.65882,189
-122.3188,47.60481,120
-122.29526,47.58684,56
-122.29743,47.58901,56
-122.32321,47.64079,140
-122.29361,47.66376,110
-122.31078,47.62108,249
-122.39266,47.67015,75
-122.31589,47.70388,80
-122.33443,47.61295,100
-122.29591,47.58829,49
-122.32344,47.61817,125
-122.32359,47.66222,350
-122.33704,47.70839,108
-122.32428,47.61523,120
-122.33973,47.66623,60
-122.34972,47.61716,148
-122.38805,47.56382,69
-122.33388,47.61339,250
-122.31446,47.62397,110
-122.32854,47.61241,90
-122.3582,47.65469,179
-122.34527,47.65453,180
-122.34808,47.65462,175
-122.34293,47.63831,115
-122.29189,47.67263,129
-122.29189,47.67263,99
-122.29823,47.59516,240
-122.38755,47.67386,100
-122.34266,47.65912,113
-122.34864,47.69615,125
-122.35081,47.62582,169
-122.27771,47.67456,113
-122.3694,47.56491,65
-122.3087,47.66913,175
-122.33997,47.65321,101
-122.31416,47.61049,139
-122.31405,47.58594,140
-122.41503,47.57371,99
-122.25819,47.51745,60
-122.26252,47.55271,105
-122.39374,47.64654,98
-122.30047,47.58746,209
-122.39815,47.65795,250
-122.28917,47.66442,50
-122.36294,47.66682,100
-122.32173,47.63698,222
-122.3727,47.5503,67
-122.34506,47.61334,199
-122.30862,47.61828,158
-122.4076,47.65363,175
-122.36082,47.65865,58
-122.37603,47.5683,395
-122.40311,47.66617,369
-122.33349,47.59889,299
-122.28908,47.56184,70
-122.31947,47.66869,350
-122.32901,47.686279999999996,100
-122.39887,47.58329,500
-122.30863,47.6931,82
-122.36012,47.67456,299
-122.34834,47.61432,199
-122.32964,47.61259,120
-122.28944,47.57741,59
-122.33877,47.65254,110
-122.2889,47.61539,350
-122.37639,47.68304,115
-122.35671,47.67774,400
-122.34537,47.70447,80
-122.26643,47.53959,57
-122.2947,47.59452,90
-122.38133,47.56371,127
-122.3024,47.63639,63
-122.30271,47.63713,63
-122.30829,47.6218,100
-122.36091,47.63804,81
-122.34753,47.61171,245
-122.37643,47.68304,80
-122.34292,47.69146,60
-122.32576,47.66332,105
-122.32733,47.67336,85
-122.34817,47.64557,550
-122.31145,47.60234,80
-122.30777,47.62339,150
-122.35112,47.6636,145
-122.31315,47.61521,111
-122.37732,47.68327,74
-122.34726,47.65528,135
-122.34175,47.61643,109
-122.38826,47.55691,59
-122.29726,47.6105,80
-122.3519,47.65202,110
-122.32145,47.62767,66
